class,count,dst_bytes,protocol_type,service,src_bytes,srv_count
0.0,0.4395945215746037,-0.6726251769061449,1.0,62.0,-0.7609498862089518,-0.2580319902122052
0.0,-0.5283906771012934,-0.6726251769061449,1.0,17.0,-0.7609498862089518,-0.21663372440627085
1.0,0.5529621574555647,-0.5902137537923327,2.0,11.0,-0.5703685300317333,2.7640414136210008
1.0,-0.7202435993613812,-0.6726251769061449,1.0,19.0,2.080041958200282,-0.3546279437593853
0.0,1.0587562252321596,-0.6726251769061449,1.0,46.0,-0.7609498862089518,-0.3270290998887624
0.0,0.7884180165929451,-0.6726251769061449,1.0,46.0,-0.7609498862089518,-0.36842736569469675
1.0,-0.7028024246104642,1.8679944222856504,1.0,22.0,0.6130087280919256,-0.3270290998887624
0.0,-0.18828776945841066,-0.6726251769061449,1.0,46.0,-0.7609498862089518,-0.24423256827689374
1.0,-0.7289641867368397,-0.034415783954995116,1.0,51.0,2.323808809124631,-0.36842736569469675
0.0,-0.7289641867368397,-0.6726251769061449,1.0,34.0,-0.7609498862089518,-0.36842736569469675
0.0,-0.2842142305884545,-0.6726251769061449,1.0,22.0,-0.7609498862089518,-0.12003777085909076
0.0,0.3523886478200184,-0.6726251769061449,1.0,34.0,-0.7609498862089518,-0.2856308340828281
0.0,0.7273739049647353,-0.6726251769061449,1.0,55.0,-0.7609498862089518,-0.09243892698846788
1.0,-0.7289641867368397,1.8679944222856504,1.0,22.0,0.21854964205070596,-0.36842736569469675
0.0,0.5268003953291891,-0.6726251769061449,1.0,46.0,-0.7609498862089518,-0.1614360366650251
1.0,-0.7115230119859226,-0.6726251769061449,0.0,61.0,0.04126465956027016,-0.3546279437593853
1.0,-0.6591994877331715,-0.5921302985159097,2.0,11.0,-0.5748006545939942,-0.189034880535648
0.0,0.4657562837009793,-0.6726251769061449,1.0,46.0,-0.7609498862089518,-0.2994302560181395
1.0,-0.7289641867368397,-0.6726251769061449,1.0,19.0,-0.707764391461821,-0.36842736569469675
0.0,1.6691973415142571,-0.6726251769061449,1.0,3.0,-0.7609498862089518,-0.2580319902122052
1.0,-0.6504789003577129,1.8679944222856504,1.0,22.0,0.1697962718658361,-0.00964239537659922
1.0,-0.6504789003577129,1.8679944222856504,1.0,22.0,0.6617620982767954,-0.24423256827689374
0.0,1.425020895001418,-0.6726251769061449,1.0,46.0,-0.7609498862089518,-0.27183141214751666
1.0,-0.7202435993613812,1.8679944222856504,1.0,22.0,0.6972190947748825,0.04555529236464655
0.0,0.4395945215746037,-0.6726251769061449,1.0,63.0,-0.7609498862089518,-0.2856308340828281
0.0,1.1808444484885792,-0.6726251769061449,1.0,10.0,-0.7609498862089518,-0.12003777085909076
0.0,-0.7289641867368397,-0.6726251769061449,0.0,13.0,-0.7254928897108647,0.2249477775236953
1.0,-0.6591994877331715,0.053745273329548086,1.0,22.0,0.6573299737145345,-0.2580319902122052
0.0,1.1110797494849107,-0.6726251769061449,1.0,46.0,-0.7609498862089518,-0.2856308340828281
1.0,-0.6504789003577129,1.8679944222856504,1.0,22.0,0.23627814029974953,-0.24423256827689374
0.0,1.4424620697523352,-0.6726251769061449,1.0,18.0,-0.7609498862089518,-0.20283430247095943
0.0,0.41343275944822816,-0.6726251769061449,1.0,46.0,-0.7609498862089518,-0.17523545860033654
1.0,-0.7115230119859226,-0.47138798093055706,2.0,41.0,-0.11385970011886115,-0.3546279437593853
1.0,-0.6417583129822544,1.8679944222856504,1.0,22.0,0.3337848806694892,-0.2304331463415823
1.0,-0.7115230119859226,1.8679944222856504,1.0,22.0,0.803590084269144,-0.2580319902122052
1.0,0.21285924981268187,-0.5882972090687557,2.0,11.0,-0.5659364054694724,2.225863958143855
0.0,0.5355209827046477,-0.6726251769061449,1.0,46.0,-0.7609498862089518,-0.1338371927944022
0.0,1.8784914385252618,-0.6726251769061449,1.0,6.0,-0.7609498862089518,-0.2994302560181395
1.0,-0.7289641867368397,-0.03824887340214917,1.0,51.0,2.330456995968022,-0.3546279437593853
1.0,-0.7289641867368397,-0.47713761510128816,2.0,41.0,-0.30887318085834053,-0.36842736569469675
1.0,-0.7028024246104642,0.7647833657766248,1.0,22.0,0.38697037541661994,-0.31322967795345097
1.0,-0.7202435993613812,-0.47138798093055706,2.0,41.0,-0.10942757555660027,-0.3546279437593853
0.0,0.38727099732185255,-0.6726251769061449,1.0,46.0,-0.7609498862089518,-0.1614360366650251
1.0,-0.4586259780976252,0.005831655240122434,1.0,22.0,-0.7609498862089518,0.05935471429995799
1.0,-0.7289641867368397,-0.08616249149157482,1.0,22.0,0.6085766035296647,-0.36842736569469675
1.0,-0.7289641867368397,-0.6726251769061449,1.0,22.0,-0.7609498862089518,-0.3546279437593853
1.0,-0.7115230119859226,1.8679944222856504,1.0,22.0,0.47118074209957694,-0.34082852182407386
0.0,-0.02259660932469852,-0.6726251769061449,2.0,46.0,-0.6368503984656467,0.7493258110655301
1.0,-0.7289641867368397,0.7858653577359721,1.0,22.0,0.6263051017787082,-0.36842736569469675
1.0,-0.6068759634804203,1.6502270280692108,1.0,22.0,0.20968539292618416,-0.17523545860033654
1.0,-0.7202435993613812,1.8679944222856504,1.0,22.0,0.3249206315449674,-0.34082852182407386
1.0,-0.5545524392276691,1.8679944222856504,1.0,22.0,0.6927869702126217,-0.09243892698846788
1.0,-0.7289641867368397,-0.6726251769061449,1.0,22.0,-0.7609498862089518,-0.36842736569469675
1.0,-0.7115230119859226,-0.09574521510945995,1.0,22.0,0.3515133789185328,-0.2856308340828281
1.0,-0.7202435993613812,-0.03058269450784106,1.0,51.0,2.330456995968022,-0.3546279437593853
1.0,-0.7289641867368397,-0.6726251769061449,1.0,22.0,-0.7609498862089518,-0.36842736569469675
1.0,-0.7289641867368397,0.3067291768417155,1.0,22.0,0.2894636350468803,-0.36842736569469675
1.0,-0.7028024246104642,0.15340559895555345,1.0,22.0,0.6750584719635782,-0.31322967795345097
0.0,-0.7202435993613812,-0.6726251769061449,1.0,46.0,-0.7565177616466909,-0.3546279437593853
0.0,0.2215798371881404,-0.6726251769061449,1.0,2.0,-0.7609498862089518,-0.14763661472971365
1.0,-0.7028024246104642,-0.39472619198747605,2.0,46.0,-0.2955768071715578,-0.36842736569469675
1.0,-0.685361249859547,1.1940893838578786,1.0,22.0,0.20525326836392327,-0.2994302560181395
1.0,-0.6766406624840885,1.8679944222856504,1.0,22.0,0.679490596525839,-0.2856308340828281
0.0,1.407579720250501,-0.6726251769061449,1.0,63.0,-0.7609498862089518,-0.10623834892377931
0.0,1.634314992012423,-0.6726251769061449,1.0,4.0,-0.7609498862089518,-0.12003777085909076
0.0,1.520947356131462,-0.6726251769061449,1.0,6.0,-0.7609498862089518,-0.27183141214751666
1.0,-0.6591994877331715,-0.14557537792246264,1.0,22.0,0.6927869702126217,-0.24423256827689374
0.0,1.8261679142725107,-0.6726251769061449,1.0,4.0,-0.7609498862089518,-0.2994302560181395
1.0,-0.7289641867368397,-0.4081420050525152,1.0,17.0,-0.7210607651486037,-0.36842736569469675
1.0,0.09949161393172094,-0.5844641196216016,2.0,11.0,-0.5570721563449507,2.074070316855429
1.0,-0.7289641867368397,-0.03249923923141809,1.0,51.0,2.330456995968022,-0.36842736569469675
1.0,-0.048758371451074124,-0.4062254603289382,2.0,11.0,-0.5615042809072115,1.8118813000845113
1.0,-0.7289641867368397,1.0580147084839098,1.0,18.0,0.44902011928827246,-0.36842736569469675
0.0,0.9192268272248231,-0.6726251769061449,1.0,46.0,-0.7609498862089518,-0.10623834892377931
0.0,0.4395945215746037,-0.6726251769061449,1.0,29.0,-0.7609498862089518,-0.31322967795345097
1.0,-0.7202435993613812,-0.4081420050525152,1.0,22.0,0.2894636350468803,-0.3546279437593853
1.0,-0.7289641867368397,1.8679944222856504,1.0,22.0,0.23627814029974953,-0.36842736569469675
0.0,0.33494747306910133,-0.6726251769061449,1.0,46.0,-0.7609498862089518,-0.2856308340828281
0.0,1.3988591328750426,-0.6726251769061449,1.0,55.0,-0.7609498862089518,-0.10623834892377931
1.0,-0.7115230119859226,-0.6726251769061449,2.0,41.0,-0.10942757555660027,-0.36842736569469675
1.0,-0.7115230119859226,1.2650015386302287,1.0,22.0,0.40026674910340265,-0.3270290998887624
0.0,1.5558297056332961,-0.6726251769061449,0.0,14.0,2.330456995968022,3.247021181356901
0.0,0.21285924981268187,-0.6726251769061449,1.0,46.0,-0.7609498862089518,-0.20283430247095943
1.0,-0.6591994877331715,1.8679944222856504,1.0,22.0,0.39583462454114177,-0.2580319902122052
0.0,0.5268003953291891,-0.6726251769061449,1.0,4.0,-0.7609498862089518,-0.27183141214751666
0.0,1.4424620697523352,-0.6726251769061449,1.0,34.0,-0.7609498862089518,-0.3546279437593853
1.0,-0.6679200751086299,1.8679944222856504,1.0,22.0,0.5420947350957512,-0.27183141214751666
1.0,-0.7202435993613812,1.2075051969229178,1.0,22.0,0.21854964205070596,-0.34082852182407386
1.0,-0.7202435993613812,1.8679944222856504,1.0,22.0,0.4977734894731423,-0.3546279437593853
0.0,-0.7289641867368397,-0.6726251769061449,1.0,20.0,-0.7609498862089518,-0.36842736569469675
1.0,-0.7115230119859226,1.8679944222856504,1.0,22.0,0.6085766035296647,-0.34082852182407386
0.0,-0.7202435993613812,-0.6726251769061449,1.0,19.0,0.719379717586187,-0.3546279437593853
0.0,-0.6243171382313373,-0.6726251769061449,1.0,57.0,-0.7609498862089518,-0.3270290998887624
0.0,0.021006327552594142,-0.6726251769061449,1.0,46.0,-0.7609498862089518,-0.36842736569469675
1.0,-0.7202435993613812,-0.13024302013384642,1.0,22.0,0.1875247701148797,-0.3546279437593853
0.0,1.8087267395215936,-0.6726251769061449,1.0,64.0,-0.7609498862089518,-0.20283430247095943
0.0,1.8348885016479692,-0.6726251769061449,1.0,56.0,-0.7609498862089518,-0.1338371927944022
0.0,0.509359220578272,-0.6726251769061449,1.0,23.0,-0.7609498862089518,-0.17523545860033654
1.0,1.686638516265174,-0.5231346884671367,2.0,11.0,-0.5570721563449507,3.440213088451262
1.0,-0.7289641867368397,-0.6726251769061449,1.0,19.0,2.330456995968022,-0.36842736569469675
0.0,0.15181513818447215,-0.6726251769061449,1.0,15.0,-0.7609498862089518,-0.12003777085909076
0.0,-0.7289641867368397,-0.6726251769061449,0.0,13.0,-0.7254928897108647,0.2525466213943182
0.0,1.4511826571277937,-0.6726251769061449,1.0,65.0,-0.7609498862089518,-0.34082852182407386
1.0,-0.7028024246104642,1.8679944222856504,1.0,22.0,0.6972190947748825,-0.3270290998887624
1.0,-0.7202435993613812,-0.6726251769061449,1.0,19.0,-0.7210607651486037,-0.3546279437593853
1.0,1.1982856232394963,-0.4273074522882855,2.0,11.0,-0.5570721563449507,3.785198636834047
1.0,-0.7202435993613812,-0.6726251769061449,1.0,19.0,2.330456995968022,-0.3546279437593853
0.0,1.5296679435069205,-0.6726251769061449,1.0,48.0,-0.7609498862089518,-0.3270290998887624
0.0,-0.7202435993613812,-0.6726251769061449,1.0,41.0,-0.7565177616466909,-0.3546279437593853
1.0,-0.7289641867368397,-0.4138916392232463,1.0,17.0,-0.7254928897108647,-0.36842736569469675
1.0,-0.7289641867368397,0.341226981866102,1.0,22.0,0.4179952473524462,-0.2994302560181395
1.0,-0.7115230119859226,-0.6726251769061449,1.0,19.0,0.3249206315449674,-0.3546279437593853
1.0,-0.6417583129822544,0.21856811955717234,1.0,22.0,0.5465268596580122,-0.21663372440627085
0.0,-0.3539789295921228,-0.6726251769061449,1.0,20.0,-0.7609498862089518,-0.21663372440627085
1.0,-0.7202435993613812,1.8679944222856504,1.0,22.0,0.24957451398653221,-0.2856308340828281
0.0,3.7185353747470122,-0.6726251769061449,0.0,14.0,2.330456995968022,6.669277821314139
0.0,1.634314992012423,-0.6726251769061449,1.0,25.0,-0.7609498862089518,-0.17523545860033654
0.0,0.3262268856936428,-0.6726251769061449,1.0,46.0,-0.7609498862089518,-0.12003777085909076
0.0,1.7651238026443008,-0.6726251769061449,1.0,65.0,-0.7609498862089518,-0.34082852182407386
1.0,-0.7289641867368397,-0.6726251769061449,1.0,22.0,-0.7609498862089518,-0.34082852182407386
0.0,3.500520690360549,-0.6726251769061449,1.0,41.0,-0.7609498862089518,-0.36842736569469675
0.0,-0.5458318518522105,-0.6726251769061449,2.0,41.0,-0.7565177616466909,-0.2994302560181395
0.0,1.7564032152688425,-0.6726251769061449,1.0,26.0,-0.7609498862089518,-0.2580319902122052
1.0,-0.7289641867368397,-0.6726251769061449,0.0,14.0,-0.627986149341125,-0.36842736569469675
1.0,-0.7289641867368397,-0.034415783954995116,1.0,51.0,2.330456995968022,-0.3546279437593853
1.0,-0.7289641867368397,-0.6726251769061449,1.0,19.0,-0.6767395195259948,-0.36842736569469675
1.0,-0.7289641867368397,-0.04208196284930322,1.0,51.0,2.1686844494454993,-0.36842736569469675
0.0,-0.43246421597124957,-0.6726251769061449,2.0,46.0,-0.6368503984656467,0.08695355817058088
0.0,-0.4935083275994593,-0.6726251769061449,1.0,19.0,-0.7609498862089518,-0.3546279437593853
0.0,0.20413866243722334,-0.6726251769061449,1.0,46.0,-0.7609498862089518,-0.1338371927944022
0.0,0.14309455080901362,-0.6726251769061449,1.0,46.0,-0.7609498862089518,-0.31322967795345097
1.0,-0.7289641867368397,0.024997102475892697,1.0,51.0,2.330456995968022,-0.3546279437593853
1.0,-0.6330377256067958,0.5846281617603843,1.0,22.0,0.22741389117522773,-0.09243892698846788
0.0,-0.7289641867368397,1.5984803205326312,1.0,18.0,0.7902937105823614,-0.3546279437593853
1.0,-0.6504789003577129,1.8679944222856504,1.0,22.0,0.2717351367978367,-0.24423256827689374
0.0,1.2070062106149548,-0.6726251769061449,1.0,46.0,-0.7609498862089518,-0.24423256827689374
0.0,1.2070062106149548,-0.6726251769061449,1.0,12.0,-0.7609498862089518,-0.14763661472971365
1.0,-0.5719936139785861,1.8679944222856504,1.0,22.0,0.12990715080548806,0.08695355817058088
1.0,-0.7028024246104642,1.8679944222856504,1.0,22.0,0.4401558701637507,-0.2856308340828281
1.0,-0.7289641867368397,-0.6726251769061449,1.0,19.0,2.330456995968022,-0.36842736569469675
1.0,-0.6940818372350056,1.8679944222856504,1.0,22.0,0.24514238942427133,-0.2994302560181395
0.0,2.8028737003238664,-0.6726251769061449,1.0,46.0,-0.7609498862089518,-0.36842736569469675
1.0,-0.7028024246104642,1.8679944222856504,1.0,22.0,0.23627814029974953,-0.31322967795345097
1.0,-0.685361249859547,0.14382287533766833,1.0,22.0,0.01910403674896569,-0.2994302560181395
0.0,0.509359220578272,-0.6726251769061449,1.0,27.0,-0.7609498862089518,-0.189034880535648
1.0,-0.5894347887295032,0.7877819024595492,1.0,22.0,0.24514238942427133,-0.14763661472971365
1.0,-0.7289641867368397,0.4293880391506452,1.0,51.0,2.330456995968022,-0.36842736569469675
1.0,-0.7289641867368397,-0.040165418125726195,1.0,51.0,2.330456995968022,-0.36842736569469675
1.0,-0.7202435993613812,-0.0478315970200343,1.0,51.0,2.330456995968022,-0.36842736569469675
0.0,1.0151532883548668,-0.6726251769061449,1.0,63.0,-0.7609498862089518,-0.1338371927944022
1.0,-0.7289641867368397,1.8679944222856504,1.0,22.0,-0.02521720887364326,-0.36842736569469675
1.0,-0.7028024246104642,1.8679944222856504,1.0,22.0,0.595280229842882,-0.31322967795345097
0.0,0.3436680604445599,-0.6726251769061449,1.0,35.0,-0.7609498862089518,-0.12003777085909076
0.0,0.6750503807119841,-0.6726251769061449,1.0,46.0,-0.7609498862089518,-0.36842736569469675
0.0,-0.7202435993613812,-0.6726251769061449,0.0,14.0,2.330456995968022,-0.3270290998887624
0.0,1.6779179288897155,-0.6726251769061449,1.0,26.0,-0.7609498862089518,-0.14763661472971365
1.0,-0.7028024246104642,1.8679944222856504,1.0,22.0,0.6263051017787082,-0.3270290998887624
0.0,1.65175616676334,-0.6726251769061449,1.0,30.0,-0.7609498862089518,-0.07863950505315644
0.0,0.49191804582735493,-0.6726251769061449,1.0,54.0,-0.7609498862089518,-0.21663372440627085
1.0,-0.7115230119859226,1.8679944222856504,1.0,22.0,0.5022056140354032,-0.34082852182407386
1.0,-0.6679200751086299,1.8679944222856504,1.0,22.0,0.24071026486201041,-0.06484008311784499
1.0,-0.7289641867368397,1.8679944222856504,1.0,22.0,0.3736740017298373,-0.36842736569469675
1.0,-0.7289641867368397,0.18790340397993993,1.0,51.0,2.330456995968022,-0.34082852182407386
1.0,-0.6504789003577129,0.18790340397993993,1.0,22.0,0.23184601573748864,-0.2304331463415823
0.0,0.16053572555993068,-0.6726251769061449,1.0,31.0,-0.7609498862089518,-0.34082852182407386
0.0,-0.7289641867368397,-0.6726251769061449,1.0,19.0,2.330456995968022,-0.36842736569469675
0.0,1.407579720250501,-0.6726251769061449,1.0,17.0,-0.7609498862089518,-0.10623834892377931
0.0,-0.7289641867368397,-0.6726251769061449,0.0,13.0,-0.7254928897108647,0.30774430913556394
1.0,-0.6766406624840885,-0.3487291186216274,1.0,22.0,0.12990715080548806,-0.2856308340828281
1.0,-0.4586259780976252,-0.08999558093872888,1.0,22.0,0.5022056140354032,0.08695355817058088
0.0,0.3523886478200184,-0.6726251769061449,1.0,28.0,-0.7609498862089518,-0.05104066118253355
1.0,-0.6679200751086299,-0.6726251769061449,1.0,19.0,2.330456995968022,-0.27183141214751666
1.0,-0.7202435993613812,1.8679944222856504,1.0,22.0,0.11661077711870538,-0.3546279437593853
1.0,-0.7289641867368397,-0.04399850757288025,1.0,51.0,2.330456995968022,-0.34082852182407386
1.0,-0.685361249859547,1.1576750341099151,1.0,22.0,0.7060833438994044,-0.2994302560181395
1.0,-0.6591994877331715,-0.6726251769061449,0.0,61.0,-0.4728617896619936,-0.3546279437593853
0.0,-0.7028024246104642,-0.6726251769061449,2.0,46.0,-0.6368503984656467,-0.3270290998887624
1.0,0.753535667091111,-0.5250512331907138,2.0,11.0,-0.5615042809072115,2.0050732071788717
0.0,1.4424620697523352,-0.6726251769061449,1.0,18.0,-0.7609498862089518,-0.34082852182407386
0.0,1.3378150212468327,-0.6726251769061449,1.0,3.0,-0.7609498862089518,-0.2856308340828281
0.0,0.15181513818447215,-0.6726251769061449,1.0,28.0,-0.7609498862089518,-0.3546279437593853
1.0,-0.7289641867368397,-0.4004758261582071,1.0,17.0,-0.7210607651486037,-0.36842736569469675
1.0,-0.7202435993613812,1.0752636109961031,1.0,22.0,0.49334136491088143,-0.3546279437593853
1.0,-0.7202435993613812,1.8679944222856504,1.0,22.0,0.21854964205070596,-0.24423256827689374
0.0,-0.7289641867368397,-0.6726251769061449,0.0,13.0,-0.6811716440882557,-0.36842736569469675
0.0,1.7128002783915497,-0.6726251769061449,1.0,64.0,-0.7609498862089518,-0.3546279437593853
0.0,-0.47606715284854223,-0.6726251769061449,1.0,57.0,-0.7609498862089518,-0.3546279437593853
0.0,1.6691973415142571,-0.6726251769061449,1.0,19.0,-0.7609498862089518,-0.27183141214751666
1.0,-0.6940818372350056,1.8679944222856504,1.0,22.0,0.5775517315938384,-0.31322967795345097
0.0,0.6837709680874426,-0.6726251769061449,1.0,46.0,-0.7609498862089518,-0.2580319902122052
0.0,-0.7289641867368397,-0.6726251769061449,0.0,13.0,-0.7254928897108647,-0.09243892698846788
0.0,1.8872120259007203,-0.6726251769061449,1.0,46.0,-0.7609498862089518,-0.10623834892377931
1.0,-0.4935083275994593,0.994768732605868,1.0,22.0,0.8124543333936658,0.004157026558712223
0.0,-0.7289641867368397,-0.6726251769061449,0.0,13.0,-0.7254928897108647,-0.06484008311784499
1.0,-0.7289641867368397,1.8679944222856504,1.0,57.0,-0.29114468260929693,-0.36842736569469675
1.0,-0.5981553761049617,1.8679944222856504,1.0,22.0,0.5066377385976641,-0.1614360366650251
0.0,-0.7202435993613812,-0.6726251769061449,1.0,41.0,-0.7565177616466909,-0.3546279437593853
0.0,-0.7289641867368397,-0.6726251769061449,1.0,52.0,-0.7609498862089518,-0.36842736569469675
0.0,-0.33653775484120574,-0.6726251769061449,0.0,14.0,2.330456995968022,0.2525466213943182
1.0,-0.7289641867368397,1.8679944222856504,1.0,22.0,-0.01635295974912147,-0.3546279437593853
1.0,-0.39758186646941546,0.9832694642644058,1.0,22.0,0.29389575960914116,0.1559506678471381
0.0,-0.7289641867368397,-0.6726251769061449,1.0,46.0,-0.7609498862089518,-0.36842736569469675
1.0,-0.685361249859547,1.8679944222856504,1.0,22.0,0.5287983614089686,-0.2994302560181395
0.0,1.1023591621094522,-0.6726251769061449,1.0,64.0,-0.7609498862089518,-0.07863950505315644
1.0,-0.7289641867368397,-0.040165418125726195,1.0,51.0,2.330456995968022,-0.36842736569469675
1.0,-0.6330377256067958,1.8679944222856504,1.0,22.0,0.11661077711870538,-0.21663372440627085
0.0,1.7040796910160911,-0.6726251769061449,1.0,32.0,-0.7609498862089518,-0.2304331463415823
1.0,-0.7289641867368397,0.6862050321099668,1.0,22.0,-0.020785084311382363,-0.3270290998887624
1.0,-0.5894347887295032,0.9583543828579044,1.0,22.0,0.3071921332959238,0.10075298010589233
1.0,-0.685361249859547,1.8679944222856504,1.0,22.0,0.7326760912729697,-0.2994302560181395
1.0,-0.7289641867368397,-0.04399850757288025,1.0,51.0,2.330456995968022,-0.36842736569469675
0.0,-0.7289641867368397,-0.6726251769061449,0.0,13.0,-0.7254928897108647,0.2249477775236953
0.0,1.0151532883548668,-0.6726251769061449,1.0,6.0,-0.7609498862089518,-0.36842736569469675
1.0,-0.7115230119859226,1.8679944222856504,1.0,22.0,0.22298176661296684,-0.34082852182407386
0.0,1.6691973415142571,-0.6726251769061449,1.0,3.0,-0.7609498862089518,-0.189034880535648
1.0,-0.7289641867368397,-0.6726251769061449,1.0,22.0,-0.7609498862089518,-0.36842736569469675
1.0,0.5268003953291891,-0.41580818394682334,2.0,11.0,-0.5570721563449507,2.7226431478150666
1.0,-0.7289641867368397,1.8679944222856504,1.0,22.0,0.3293527561072283,-0.36842736569469675
